,name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
118,Amanda Lemos,425,13.0,3.0,1,36.0,51,0.82,0.55,0.82,0.55,0.8,64,65,1.0,3.54,9.183333333333334,4.66,0.42,0.55
119,Amanda Nunes,The Lioness,23.0,5.0,0,35.0,51,0.63,0.51,2.73,0.54,0.7,68,69,0.0,4.55,10.733333333333333,2.62,0.57,0.82
120,Amanda Ribas,572,12.0,4.0,0,30.0,51,0.13,0.42,1.99,0.51,0.8,63,66,0.0,4.92,11.3,3.33,0.63,0.87
124,Amir Albazi,The Prince,17.0,1.0,0,30.0,4,0.49,0.39,1.71,0.33,0.7,65,68,0.0,2.8,12.3,3.07,0.63,0.4
126,Amir Sadollah,602,6.0,5.0,0,43.0,69,0.0,0.46,0.57,0.27,0.3,70,75,0.0,4.71,12.0,3.55,0.6,0.6
127,Amiran Gogoladze,270,14.0,3.0,0,26.0,99,0.0,0.66,0.0,0.0,0.0,73,74,3.0,1.64,1.2166666666666668,0.82,0.0,0.0
128,Anderson Silva,The Spider,34.0,11.0,0,48.0,51,0.86,0.61,0.5,0.77,0.8,74,77,1.0,3.05,10.25,2.05,0.6,0.69
129,Anderson dos Santos,Berinja,21.0,9.0,0,38.0,51,0.0,0.25,0.98,0.14,0.7,65,70,0.0,2.7,11.466666666666667,5.37,0.49,0.66
130,Andre Ewell,Mr Highlight,17.0,9.0,0,36.0,69,0.12,0.4,0.36,0.75,0.1,68,75,1.0,4.28,14.033333333333333,4.87,0.51,0.72
131,Andre Fialho,228,16.0,8.0,0,29.0,57,0.49,0.41,0.25,1.0,0.0,72,74,0.0,3.3,8.733333333333333,6.26,0.45,0.66
132,Andre Fili,Touchy,23.0,10.0,0,33.0,69,0.4,0.37,2.19,0.47,0.3,71,74,0.0,3.86,10.783333333333333,4.11,0.51,0.69
135,Andre Petroski,536,10.0,3.0,0,32.0,69,0.25,0.51,4.48,0.54,2.5,72,73,3.0,3.61,10.05,3.03,0.51,0.71
137,Andre Soukhamthath,The Asian Sensation,13.0,8.0,0,35.0,69,0.94,0.44,1.25,0.53,0.2,69,70,0.0,2.77,13.733333333333333,4.31,0.49,0.58
138,Andre Winner,766,21.0,11.0,2,42.0,69,0.45,0.33,0.0,0.0,0.0,71,73,0.0,2.52,11.166666666666666,4.57,0.51,0.74
139,Andrea Lee,KGB,13.0,8.0,0,34.0,69,0.1,0.47,1.84,0.57,0.6,66,69,0.0,4.91,14.083333333333334,3.69,0.63,0.54
142,Andrei Arlovski,The Pitbull,34.0,23.0,0,44.0,69,0.41,0.45,0.38,0.36,0.2,75,77,0.0,3.78,9.266666666666667,3.2,0.57,0.76
144,Andrew Craig,Highlight,9.0,4.0,0,38.0,69,0.35,0.4,0.53,0.37,0.0,73,76,0.0,2.39,12.233333333333333,3.01,0.5,0.72
145,Andrew Holbrook,317,12.0,3.0,0,37.0,69,0.0,0.49,0.85,0.18,2.1,71,70,1.0,2.2,7.083333333333333,3.0,0.54,0.1
146,Andrew Sanchez,El Dirte,13.0,7.0,0,35.0,69,0.35,0.43,2.55,0.36,0.0,73,74,0.0,4.3,12.966666666666667,5.1,0.5,1.0
149,Andy Enz,Tank Mode,10.0,4.0,0,32.0,69,0.0,0.23,0.0,0.0,0.0,75,78,0.0,3.51,10.65,5.32,0.57,0.58
150,Andy Ogle,The Little Axe,9.0,6.0,0,34.0,69,0.21,0.44,1.44,0.26,0.0,68,69,0.0,2.24,12.133333333333333,2.23,0.5,0.58
152,Ange Loosa,The Last Ninja,10.0,3.0,0,30.0,113,0.0,0.46,2.25,0.45,0.2,70,74,0.0,6.32,15.0,6.88,0.51,1.0
154,Angel Pacheco,510,7.0,2.0,0,32.0,69,0.0,0.4,0.0,0.0,0.0,68,70,0.0,13.13,15.0,13.6,0.35,0.33
155,Angela Hill,Overkill,16.0,13.0,0,39.0,69,0.13,0.5,0.73,0.34,0.1,63,64,0.0,5.44,14.516666666666667,4.94,0.61,0.75
156,Angela Magana,Your Majesty,11.0,9.0,0,40.0,69,0.0,0.28,0.4,0.25,0.4,61,65,0.0,1.53,12.4,4.92,0.42,0.28
161,Anshul Jubli,King of Lions,7.0,1.0,0,29.0,106,0.41,0.46,0.82,0.18,0.4,72,69,3.0,6.48,12.25,5.61,0.51,0.63
163,Anthony Adams,Sugafoot,8.0,2.0,0,36.0,69,0.0,0.41,0.0,0.0,0.0,73,76,0.0,3.17,15.0,5.93,0.44,0.0
164,Anthony Birchak,El Toro,16.0,8.0,0,37.0,69,0.96,0.36,0.48,0.14,0.5,68,69,0.0,3.93,5.216666666666667,3.67,0.56,0.61
167,Anthony Hamilton,Freight Train,15.0,9.0,0,43.0,69,0.24,0.65,2.62,0.42,0.0,77,76,0.0,3.91,6.283333333333333,3.02,0.45,0.78
168,Anthony Hernandez,Fluffy,11.0,2.0,0,30.0,69,0.24,0.62,6.79,0.57,2.9,72,75,0.0,4.33,7.733333333333333,3.36,0.46,0.63
169,Anthony Ivy,Aquaman,8.0,4.0,0,34.0,69,0.0,0.42,4.69,0.2,0.0,74,74,0.0,2.5,8.0,4.57,0.51,1.0
170,Anthony Johnson,Rumble,22.0,6.0,0,39.0,69,1.66,0.47,2.43,0.57,0.6,74,78,0.0,3.25,6.166666666666667,1.83,0.6,0.77
174,Anthony Perosh,The Hippo,15.0,10.0,0,51.0,59,0.45,0.43,2.03,0.22,1.1,75,75,0.0,2.27,5.55,3.77,0.53,0.33
175,Anthony Pettis,Showtime,24.0,10.0,0,37.0,69,0.35,0.47,0.61,0.5,1.1,70,72,0.0,3.05,11.433333333333334,3.44,0.54,0.6
176,Anthony Rocco Martin,470,17.0,6.0,0,34.0,69,0.16,0.37,0.71,0.27,1.0,72,73,0.0,2.68,12.716666666666667,2.59,0.58,0.68
177,Anthony Romero,The Genius,8.0,0.0,0,26.0,67,0.0,0.52,2.0,0.22,0.0,71,70,0.0,5.87,15.0,4.0,0.65,1.0
178,Anthony Smith,Lionheart,37.0,19.0,0,35.0,69,0.43,0.48,0.49,0.26,0.6,76,76,0.0,3.21,9.95,4.47,0.46,0.48
181,Anton Kuivanen,398,24.0,10.0,0,39.0,69,0.0,0.38,1.2,1.0,0.4,68,72,0.0,2.27,12.5,1.63,0.67,0.71
182,Anton Turkalj,The Pleasure Man,8.0,3.0,0,27.0,34,0.0,0.53,6.55,0.51,0.0,76,78,0.0,1.72,9.166666666666666,2.48,0.49,0.16
184,Antoni Hardonk,Mr Wonderful,8.0,6.0,0,47.0,69,0.88,0.61,0.0,0.0,0.9,76,78,0.0,3.4,6.4,3.07,0.46,0.4
185,Antonina Shevchenko,La Pantera,10.0,4.0,0,39.0,68,0.0,0.55,0.43,0.42,0.4,68,67,1.0,3.86,11.55,2.93,0.52,0.53
186,Antonio Arroyo,44,9.0,5.0,0,34.0,51,0.23,0.66,1.14,0.41,0.2,75,73,0.0,2.82,13.183333333333334,2.02,0.5,0.41
187,Antonio Banuelos,57,20.0,11.0,1,44.0,69,0.45,0.33,1.62,0.62,0.4,65,63,0.0,2.69,11.933333333333334,3.15,0.58,0.86
188,Antonio Carlos Junior,Cara de Sapato,11.0,5.0,0,33.0,51,0.0,0.42,3.42,0.39,0.8,74,79,0.0,1.95,6.85,2.14,0.52,0.53
189,Antonio Carvalho,Pato,15.0,6.0,0,44.0,67,0.44,0.29,0.0,0.0,0.0,69,70,0.0,3.03,8.566666666666666,3.62,0.64,1.0
192,Antonio Silva,Bigfoot,19.0,12.0,1,44.0,51,0.82,0.45,0.82,0.29,0.8,76,82,0.0,2.89,7.316666666666666,3.09,0.5,0.66
193,Antonio Trocoli,Malvado,12.0,3.0,0,33.0,99,0.0,0.71,3.8,1.0,3.8,77,82,0.0,1.27,3.95,4.56,0.25,1.0
197,Aoriqileng,The Mongolian Murderer,25.0,10.0,0,30.0,85,0.47,0.5,1.64,0.46,0.0,67,69,0.0,5.31,10.65,5.56,0.5,0.58
198,Ariane Carnelossi,Sorriso,14.0,3.0,0,31.0,51,0.0,0.4,1.62,0.55,0.3,62,61,0.0,3.04,11.583333333333334,4.72,0.43,0.08
199,Ariane Lipski,Queen of Violence,17.0,8.0,0,30.0,51,0.38,0.4,0.64,0.55,0.4,66,67,0.0,4.27,10.716666666666667,4.23,0.52,0.79
200,Ariel Beck,62,4.0,5.0,0,33.0,69,0.0,0.34,0.0,0.0,0.0,66,66,1.0,4.44,7.883333333333333,4.31,0.64,0.0
202,Arjan Singh Bhullar,5001,9.0,1.0,0,37.0,67,0.29,0.56,1.73,0.75,0.0,73,75,0.0,2.33,13.0,3.25,0.59,1.0
204,Arman Tsarukyan,Ahalkalakets,21.0,3.0,0,27.0,72,0.36,0.48,3.4,0.36,0.0,67,72,0.0,3.85,12.366666666666667,1.91,0.54,0.75
205,Armando Villarreal,La Lumbre,5.0,2.0,0,34.0,69,0.0,0.55,3.23,0.25,0.0,67,66,1.0,3.23,4.65,4.3,0.52,0.0
206,Armen Petrosyan,Superman,9.0,2.0,0,33.0,0,0.23,0.52,0.23,0.33,0.0,75,71,0.0,5.97,12.883333333333333,3.03,0.56,0.36
207,Arnold Allen,Almighty,19.0,3.0,0,30.0,40,0.28,0.4,1.02,0.5,0.4,68,70,1.0,3.39,13.5,2.91,0.61,0.75
211,Artem Lobov,The Russian Hammer,13.0,15.0,1,37.0,0,0.0,0.41,0.39,0.25,0.0,69,65,1.0,3.52,16.433333333333334,4.82,0.5,0.52
213,Ashiek Ajim,Peak Physique,6.0,2.0,0,29.0,99,0.0,0.4,0.0,0.0,0.0,68,71,3.0,5.0,0.8,11.25,0.25,0.0
214,Ashlee EvansSmith,Rebel Girl,6.0,6.0,0,36.0,69,0.0,0.34,0.95,0.22,0.0,68,67,0.0,4.03,12.283333333333333,4.59,0.53,0.5
215,Ashley Yoder,SpiderMonkey,8.0,9.0,0,36.0,69,0.09,0.39,1.09,0.27,0.6,67,69,1.0,3.42,15.0,4.13,0.47,0.66
217,Askar Askarov,Bullet,14.0,1.0,1,31.0,0,0.0,0.54,2.6,0.24,0.4,66,67,0.0,3.05,15.0,2.8,0.57,0.66
218,Aspen Ladd,405,9.0,3.0,0,28.0,69,0.2,0.47,1.56,0.47,0.6,66,66,0.0,3.78,10.966666666666667,4.65,0.47,0.62
219,Assu Almabayev,Zulfikar,18.0,2.0,0,30.0,42,0.0,0.65,3.67,0.4,3.7,64,65,0.0,3.18,8.183333333333334,0.49,0.77,0.0
221,Augusto Sakai,607,16.0,5.0,1,32.0,51,0.34,0.49,0.23,0.4,0.0,75,77,0.0,4.6,11.066666666666666,3.83,0.48,0.56
222,Austen Lane,408,12.0,4.0,0,36.0,69,0.0,0.47,0.0,0.0,0.0,78,80,0.0,4.48,1.85,2.85,0.48,0.0
223,Austin Arnett,Golden Boy,16.0,6.0,0,32.0,69,0.0,0.41,0.44,0.18,0.2,72,72,0.0,4.52,13.766666666666667,6.38,0.62,0.57
224,Austin Hubbard,Thud,16.0,7.0,0,32.0,69,0.0,0.46,1.55,0.52,0.0,70,71,0.0,3.83,12.066666666666666,3.37,0.56,0.63
225,Austin Lingo,Lights Out,9.0,3.0,0,29.0,69,0.43,0.37,0.43,0.66,0.0,70,70,0.0,3.86,13.833333333333334,4.86,0.57,0.75
226,Austin Springer,676,12.0,4.0,0,36.0,69,0.0,0.57,3.37,0.4,0.8,68,71,0.0,3.54,8.9,3.15,0.41,1.0
230,Azat Maksum,Qazaq,17.0,0.0,0,29.0,42,0.0,0.24,2.0,0.18,0.0,67,70,1.0,3.07,15.0,5.4,0.61,0.0
232,BJ Penn,The Prodigy,16.0,14.0,2,45.0,69,0.29,0.48,1.19,0.55,0.5,69,70,0.0,2.76,12.983333333333333,3.2,0.56,0.74
234,Bahatebole Batebolati,Lion King,8.0,1.0,1,26.0,85,0.0,0.47,2.04,1.0,0.0,71,71,1.0,4.34,7.366666666666666,4.62,0.64,1.0
235,Barb Honchak,Little Warrior,10.0,4.0,0,44.0,69,0.0,0.3,0.0,0.0,1.3,64,65,0.0,4.04,11.766666666666667,4.67,0.66,0.0
236,Bart Palaszewski,Bartimus,36.0,17.0,0,40.0,50,0.52,0.32,0.65,0.31,0.5,69,70,0.0,2.67,9.666666666666666,3.97,0.57,0.53
237,Bartosz Fabinski,The Butcher,15.0,5.0,0,37.0,50,0.0,0.68,7.1,0.7,0.0,72,75,0.0,2.23,8.45,1.46,0.51,0.8
239,Bassil Hafez,The Habibi,8.0,4.0,1,32.0,69,0.0,0.25,3.0,0.15,0.0,71,72,0.0,2.13,15.0,5.53,0.39,0.5
240,Batgerel Danaa,Storm,12.0,5.0,0,34.0,70,1.04,0.36,0.52,0.5,0.0,67,70,0.0,5.38,8.25,4.21,0.47,0.62
241,Bea Malecki,458,4.0,1.0,0,32.0,34,0.0,0.46,0.0,0.0,1.1,69,74,0.0,6.84,8.966666666666667,6.96,0.62,0.78
242,Bec Rawlings,Rowdy,7.0,8.0,0,34.0,59,0.0,0.42,0.71,0.4,0.4,66,64,0.0,4.48,12.066666666666666,5.66,0.57,0.68
243,Ben Askren,Funky,19.0,2.0,0,39.0,69,0.0,0.49,4.33,0.55,0.9,71,73,0.0,3.64,5.766666666666667,5.66,0.36,0.0
245,Ben Rothwell,595,39.0,14.0,0,42.0,69,0.61,0.42,0.68,0.34,0.4,76,78,0.0,3.71,8.816666666666666,4.63,0.47,0.7
246,Ben Saunders,Killa B,22.0,13.0,2,40.0,69,0.3,0.5,0.2,0.4,1.3,74,77,0.0,3.23,7.916666666666667,3.58,0.51,0.66
247,Ben Sosoli,Combat Wombat,7.0,3.0,0,34.0,59,0.0,0.31,0.0,0.0,0.0,72,72,1.0,2.31,6.2,4.3,0.47,0.0
249,Beneil Dariush,154,22.0,6.0,1,34.0,65,0.51,0.48,1.9,0.34,0.9,70,72,1.0,3.78,8.9,2.65,0.57,0.8
250,Benito Lopez,Golden Boy,10.0,2.0,0,29.0,69,0.28,0.45,0.0,0.0,0.3,70,73,3.0,4.39,10.616666666666667,5.18,0.56,0.73
252,Benny Alloway,Blanco,18.0,8.0,0,42.0,59,0.62,0.49,0.62,0.5,0.0,71,76,0.0,1.28,8.083333333333334,1.9,0.59,0.26
253,Benoit Saint Denis,God of War,13.0,1.0,0,28.0,58,1.4,0.52,4.55,0.36,1.4,71,73,1.0,5.53,7.15,5.2,0.44,0.66
254,Benson Henderson,Smooth,24.0,7.0,0,40.0,69,0.18,0.45,2.4,0.45,0.8,69,70,1.0,2.93,16.216666666666665,1.79,0.63,0.63
258,Bethe Correia,Pitbull,11.0,6.0,1,40.0,51,0.0,0.43,0.39,0.18,0.0,65,64,0.0,4.37,12.666666666666666,4.93,0.56,0.85
259,Bevon Lewis,430,7.0,3.0,0,32.0,69,0.47,0.43,0.0,0.0,0.0,75,79,0.0,3.73,10.633333333333333,2.67,0.54,0.66
260,Bharat Kandare,Daring,5.0,3.0,0,36.0,106,0.0,0.1,0.0,0.0,0.0,67,72,0.0,0.7,4.266666666666667,1.88,0.72,0.0
261,Bill Algeo,Senor Perfecto,18.0,7.0,0,34.0,69,0.25,0.52,0.89,0.46,0.1,72,73,3.0,6.11,13.166666666666666,4.41,0.47,0.56
263,Billy Goff,269,9.0,2.0,0,25.0,69,4.04,0.46,4.04,0.4,0.0,70,72,3.0,10.22,3.716666666666667,4.3,0.64,1.0
264,Billy Pasulatan,521,10.0,3.0,0,32.0,97,0.0,0.2,0.0,0.0,4.9,65,66,3.0,0.65,3.066666666666667,5.22,0.48,0.0
265,Billy Quarantillo,560,18.0,5.0,0,35.0,69,0.26,0.57,1.31,0.23,1.2,70,70,0.0,7.71,11.45,5.61,0.43,0.63
266,Blagoy Ivanov,Baga,19.0,6.0,0,37.0,13,0.12,0.4,0.69,0.4,0.1,71,73,1.0,3.25,16.25,4.2,0.53,0.61
267,Blake Bilder,El Animal,8.0,1.0,1,33.0,69,0.0,0.5,0.45,0.1,0.9,68,68,3.0,4.96,11.083333333333334,4.54,0.56,1.0
268,Blood Diamond,169,3.0,3.0,0,35.0,27,0.0,0.55,0.0,0.0,0.0,71,76,3.0,3.12,11.55,2.17,0.48,0.73
271,Bobby Green,King,31.0,15.0,1,37.0,69,0.26,0.52,1.2,0.37,0.3,70,71,0.0,6.14,11.266666666666667,3.74,0.62,0.74
274,Bobby Voelker,Vicious,19.0,13.0,0,44.0,69,0.0,0.35,1.04,0.5,0.0,72,74,0.0,4.01,12.6,5.84,0.42,0.66
275,Bogdan Grad,The Unleashed,11.0,2.0,0,28.0,64,0.0,0.5,0.0,0.0,0.0,68,70,0.0,1.45,1.3833333333333333,9.4,0.45,0.0
277,Bojan Velickovic,Serbian Steel,15.0,6.0,1,35.0,3,0.17,0.34,0.67,0.25,0.5,72,76,1.0,2.18,14.933333333333334,2.31,0.57,0.55
278,Bolaji Oki,The Zulu Warrior,8.0,1.0,0,28.0,99,5.42,0.53,0.0,0.0,0.0,70,73,0.0,11.57,2.7666666666666666,4.34,0.62,0.0
279,Boston Salmon,Boom Boom,6.0,3.0,0,33.0,69,0.0,0.37,0.0,0.0,0.0,69,69,1.0,4.13,5.883333333333333,7.75,0.59,1.0
280,Brad Blackburn,Bad Brad,18.0,13.0,1,46.0,69,1.16,0.35,0.93,0.5,0.7,70,73,0.0,4.55,12.916666666666666,3.59,0.65,0.76
283,Brad Katona,Superman,15.0,3.0,0,32.0,67,0.0,0.49,1.5,0.27,0.0,66,64,0.0,4.71,15.0,4.98,0.48,0.52
285,Brad Pickett,One Punch,25.0,14.0,0,45.0,40,0.22,0.31,2.47,0.44,0.4,66,68,0.0,3.02,11.466666666666667,4.63,0.55,0.58
286,Brad Riddell,Quake,10.0,4.0,0,32.0,43,0.2,0.53,1.77,0.36,0.0,67,71,0.0,4.71,10.916666666666666,3.53,0.53,0.63
287,Brad Tavares,710,20.0,9.0,0,36.0,69,0.2,0.43,0.81,0.26,0.0,73,74,0.0,3.38,12.9,3.03,0.56,0.82
288,Bradley Scott,Bear,11.0,6.0,0,34.0,40,0.32,0.41,0.32,0.15,0.7,73,76,0.0,3.52,11.633333333333333,4.31,0.57,0.63
289,Brady Hiestand,312,8.0,2.0,0,24.0,69,0.0,0.52,4.06,0.46,0.3,68,71,0.0,2.93,14.783333333333333,3.65,0.53,0.42
290,Brady Huang,The Kung Fu Warrior,11.0,2.0,0,31.0,69,0.0,0.37,0.0,0.0,0.0,69,69,0.0,4.62,0.65,10.77,0.3,0.0
292,Brandon Davis,Killer B,14.0,10.0,0,33.0,69,0.0,0.35,0.74,0.42,0.1,70,72,0.0,4.68,12.2,4.62,0.58,0.57
293,Brandon Jenkins,The Human Highlight Reel,15.0,9.0,0,32.0,69,0.0,0.41,0.0,0.0,0.0,72,71,3.0,2.93,10.066666666666666,8.05,0.33,0.27
294,Brandon Lewis,431,6.0,2.0,0,26.0,69,0.0,0.29,1.0,0.15,0.0,64,70,0.0,2.17,15.0,3.63,0.53,0.2
295,Brandon Royval,Raw Dawg,15.0,7.0,0,31.0,69,0.64,0.43,0.43,0.66,1.5,69,68,1.0,3.8,8.783333333333333,3.05,0.45,0.4
297,Brandon Thatch,Rukus,11.0,5.0,0,38.0,69,1.02,0.42,1.36,0.66,0.7,74,74,3.0,2.7,7.583333333333333,3.63,0.52,0.5
298,Brandon Vera,The Truth,15.0,7.0,0,46.0,69,0.7,0.56,0.7,0.53,0.2,75,78,0.0,3.03,9.5,2.81,0.52,0.59
300,Braxton Smith,The Beautiful Monster,5.0,2.0,0,34.0,69,0.0,0.48,0.0,0.0,0.0,71,72,0.0,6.46,2.1666666666666665,11.54,0.32,1.0
301,Brendan Allen,All In,23.0,5.0,0,28.0,69,0.49,0.54,1.36,0.47,1.7,74,75,0.0,3.87,8.666666666666666,3.6,0.46,0.58
302,Brendan Loughnane,442,17.0,3.0,0,34.0,40,0.5,0.63,1.5,0.3,0.0,70,70,3.0,6.23,15.0,6.7,0.53,0.92
303,Brendan OReilly,Badger,6.0,3.0,0,36.0,59,0.0,0.47,2.22,0.43,0.6,67,69,0.0,1.9,11.816666666666666,2.77,0.39,0.36
304,Brendan Schaub,Big Brown,10.0,5.0,0,40.0,69,0.77,0.37,2.32,0.46,0.4,76,78,0.0,2.92,7.05,2.22,0.57,0.72
305,Brendon Marotte,The Kid,8.0,2.0,0,28.0,69,0.0,1.0,0.0,0.0,0.0,69,70,0.0,3.0,0.3333333333333333,42.0,0.33,0.0
306,Brendson Ribeiro,The Gorilla,15.0,5.0,0,27.0,99,3.96,0.46,0.0,0.0,0.0,75,81,0.0,8.46,3.783333333333333,5.29,0.64,0.0
307,Brett Johns,The Pikey,17.0,2.0,0,31.0,40,0.0,0.49,4.92,0.49,1.0,67,71,0.0,2.86,12.633333333333333,3.84,0.53,0.58
308,Brian Bowles,87,10.0,3.0,0,43.0,69,1.0,0.26,1.39,0.7,1.4,67,70,0.0,2.36,7.533333333333333,2.98,0.64,0.54
309,Brian Camozzi,Mantis,7.0,5.0,0,32.0,69,0.0,0.26,0.0,0.0,0.7,74,78,0.0,3.15,6.883333333333333,6.39,0.54,0.0
311,Brian Ebersole,Bad Boy,51.0,18.0,1,43.0,69,0.13,0.49,1.7,0.23,0.1,72,73,1.0,2.32,12.716666666666667,2.14,0.56,0.61
312,Brian Foster,The Foster Boy,27.0,10.0,0,39.0,69,0.61,0.39,3.67,0.6,1.8,69,71,0.0,3.3,4.916666666666667,1.63,0.65,0.37
317,Brian Kelleher,Boom,24.0,15.0,0,37.0,69,0.35,0.41,1.74,0.41,0.7,66,66,3.0,3.39,8.1,4.64,0.54,0.6
319,Brian Ortega,TCity,15.0,3.0,0,32.0,69,0.53,0.38,0.95,0.23,1.2,68,69,3.0,4.19,12.95,6.66,0.49,0.56
320,Brian Stann,All American,12.0,6.0,0,43.0,69,1.04,0.42,0.12,0.12,0.3,73,74,0.0,3.28,7.65,2.65,0.59,0.6
321,Brianna Fortino,The Bull,9.0,3.0,0,30.0,69,0.0,0.41,2.5,0.45,0.0,60,62,1.0,3.53,15.0,3.23,0.57,0.66
322,Bristol Marunde,475,16.0,10.0,0,41.0,69,0.0,0.21,1.6,0.33,0.0,73,75,0.0,1.42,9.4,4.4,0.47,0.14
324,Brock Larson,412,42.0,10.0,0,46.0,69,0.67,0.46,2.67,0.34,2.0,71,71,1.0,1.39,6.133333333333334,1.5,0.55,0.43
325,Brock Lesnar,427,5.0,3.0,0,46.0,69,0.49,0.72,3.9,0.55,0.5,75,81,0.0,3.53,6.833333333333333,2.11,0.5,0.6
327,Brogan Walker,The Bear,8.0,4.0,0,35.0,69,0.0,0.3,0.0,0.0,0.0,64,67,3.0,2.04,14.483333333333333,3.7,0.47,0.11
328,Brok Weaver,Chata Tuska,15.0,6.0,0,32.0,69,0.0,0.64,0.41,0.1,0.4,72,73,1.0,4.78,9.2,4.35,0.46,0.66
329,Bruna Brasil,92,9.0,3.0,1,30.0,51,0.47,0.68,1.86,0.66,0.0,66,65,0.0,3.44,10.75,3.94,0.53,0.53
330,Brunno Ferreira,The Hulk,11.0,1.0,0,31.0,51,3.75,0.5,1.25,0.16,0.0,70,72,0.0,5.0,3.0,4.17,0.48,0.66
333,Bruno Lopes,Brunao,11.0,1.0,0,30.0,99,0.0,0.35,0.0,0.0,0.0,74,75,0.0,5.29,3.783333333333333,8.46,0.53,0.0
334,Bruno Oliveira,495,8.0,2.0,0,39.0,99,0.0,0.33,0.0,0.0,0.0,76,80,0.0,3.44,2.033333333333333,4.92,0.54,0.0
336,Bruno Silva,Blindado,23.0,10.0,0,34.0,51,0.44,0.51,1.09,0.27,0.0,72,74,0.0,4.43,8.583333333333334,5.33,0.43,0.73
337,Bruno Silva,Bulldog,13.0,5.0,2,33.0,51,1.29,0.46,2.57,0.3,0.3,64,65,0.0,3.05,9.716666666666667,3.09,0.59,0.64
338,Bruno Souza,The Tiger,10.0,3.0,0,27.0,51,0.0,0.39,0.5,0.16,0.0,70,70,0.0,3.73,15.0,5.3,0.45,0.6
339,Bryan Barberena,Bam Bam,18.0,11.0,0,34.0,69,0.42,0.48,0.14,0.22,0.3,72,72,1.0,5.53,11.85,4.74,0.44,0.49
340,Bryan Battle,Pooh Bear,11.0,2.0,0,29.0,69,0.63,0.54,0.94,0.25,0.6,73,77,0.0,4.52,7.966666666666667,3.73,0.42,0.45
341,Bryan Caraway,Kid Lightning,21.0,9.0,0,39.0,69,0.0,0.34,2.57,0.25,0.8,68,68,0.0,2.53,11.066666666666666,3.61,0.54,0.8
343,Bubba McDaniel,The Menace,28.0,10.0,0,40.0,69,0.0,0.44,0.93,0.5,1.4,75,75,1.0,1.64,10.783333333333333,1.98,0.56,0.5
346,CB Dollaway,The Doberman,17.0,9.0,0,40.0,69,0.27,0.47,3.55,0.54,1.2,74,76,0.0,2.65,8.25,2.58,0.54,0.62
348,CJ Hamilton,The Autobot,11.0,4.0,0,37.0,69,0.0,0.31,0.0,0.0,0.0,67,68,3.0,2.47,15.0,3.93,0.58,0.62
350,CJ Vergara,747,12.0,4.0,1,32.0,69,0.47,0.57,0.0,0.0,0.2,66,68,0.0,6.01,10.683333333333334,5.01,0.53,0.74
351,CM Punk,559,0.0,1.0,0,45.0,69,0.0,0.23,0.87,0.11,0.0,73,73,0.0,1.1,8.616666666666667,4.87,0.4,0.0
353,Cain Velasquez,742,14.0,3.0,0,41.0,69,1.28,0.57,5.13,0.45,0.4,73,77,0.0,6.37,6.883333333333333,2.33,0.57,0.85
354,Caio Bittencourt,Leao,14.0,7.0,0,32.0,99,0.0,0.16,0.0,0.0,0.0,72,75,0.0,0.29,3.4833333333333334,0.57,0.33,0.0
355,Caio Borralho,The Natural,15.0,1.0,0,31.0,51,0.36,0.58,2.16,0.63,0.5,70,75,1.0,2.73,11.916666666666666,1.98,0.6,0.57
356,Caio Machado,Bigfoot,8.0,2.0,1,29.0,51,0.0,0.64,0.0,0.0,0.0,76,78,1.0,6.57,15.0,1.87,0.64,0.82
357,Caio Magalhaes,Hellboy,10.0,3.0,0,36.0,51,0.53,0.4,1.05,0.15,1.6,73,73,0.0,2.27,8.133333333333333,2.78,0.56,0.58
361,Callan Potter,The Rockstar,18.0,9.0,0,39.0,59,0.0,0.5,3.29,0.66,0.0,72,72,0.0,3.18,5.066666666666666,4.72,0.58,1.0
362,Calvin Kattar,370,23.0,7.0,0,35.0,69,0.42,0.39,0.42,0.29,0.1,71,72,0.0,5.12,14.733333333333333,7.1,0.54,0.91
363,Cameron Church,131,4.0,1.0,0,33.0,69,0.0,0.4,0.0,0.0,1.0,71,72,0.0,4.0,15.0,4.93,0.5,0.6
365,Cameron Else,Camchida,10.0,6.0,0,36.0,40,0.0,0.4,0.0,0.0,0.0,69,71,3.0,1.99,4.266666666666667,8.09,0.51,0.0
366,Cameron Olson,Capn Crunch,7.0,3.0,0,34.0,69,0.0,0.47,3.0,0.42,1.0,73,75,0.0,3.13,15.0,2.2,0.57,1.0
367,Cameron Saaiman,MSP,9.0,1.0,0,23.0,75,0.5,0.46,1.0,0.36,0.8,68,67,1.0,5.28,12.05,3.24,0.55,0.44
368,Cameron Smotherman,The BabyFaced Killa,8.0,4.0,0,26.0,69,0.0,0.36,0.0,0.0,0.0,69,69,0.0,4.0,1.0,13.0,0.35,0.0
369,Cameron VanCamp,Jumpman,15.0,7.0,1,30.0,69,0.0,0.47,0.0,0.0,0.0,74,74,3.0,5.31,3.2,6.41,0.4,0.0
370,Canaan Kawaihae,372,6.0,2.0,0,26.0,69,0.52,0.51,0.0,0.0,0.0,72,71,1.0,2.83,14.5,4.59,0.36,1.0
