fight,winner,loser,event,date,venue,title_fight,billing,winner_wins,loser_wins,winner_losses,loser_losses,winner_draws,loser_draws,winner_age,loser_age,belt_status,winner_nationality,loser_nationality,winner_fan ,loser_fan
Leon Edwards vs Seth Baczynski,Leon Edwards,Seth Baczynski,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,8,19,2,12,0,0,23,33,,United Kingdom,,61%,39%
Bartosz Fabiński vs Garreth McLellan,Bartosz Fabiński,Garreth McLellan,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,11,12,2,2,0,0,28,33,,Poland,South Africa,62%,38%
Sérgio Moraes vs Mickael Lebout,Sérgio Moraes,Mickael Lebout,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,8,13,2,3,0,2,32,27,,Brazil,France,9%,91%
Yaotzin Meza vs Damian Stasiak,Yaotzin Meza,Damian Stasiak,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,21,8,9,2,0,0,34,25,,United States,Poland,45%,55%
Anthony Hamilton vs Daniel Omielańczuk,Anthony Hamilton,Daniel Omielańczuk,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,13,16,4,4,0,1,34,32,,United States,Poland,75%,25%
Aleksandra Albu vs Izabela Badurek,Aleksandra Albu,Izabela Badurek,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,1,5,0,2,0,0,24,23,,Russia,Poland,56%,44%
Stevie Ray vs Marcin Bandel,Stevie Ray,Marcin Bandel,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,16,13,5,3,0,0,25,25,,Scotland,Poland,27%,73%
Taylor Lapilus vs Rocky Lee,Taylor Lapilus,Rocky Lee,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,04.11.2015,Kraków Arena,no,Preliminary Card,8,3,1,0,0,0,23,28,,France,Taiwan,78%,22%
Chad Mendes vs Ricardo Lamas,Chad Mendes,Ricardo Lamas,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Main Event,16,15,2,3,0,0,29,32,,United States,,91%,9%
Al Iaquinta vs Jorge Masvidal,Al Iaquinta,Jorge Masvidal,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Co-Main Event,11,28,3,8,1,0,27,30,,United States,United States,50%,50%
Michael Chiesa vs Mitch Clarke,Michael Chiesa,Mitch Clarke,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Main Card,9,11,2,2,0,0,27,29,,United States,Canada,92%,8%
Julianna Peña vs Milana Dudieva,Julianna Peña,Milana Dudieva,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Main Card,4,11,2,3,0,0,25,25,,United States,Russia,91%,9%
Clay Guida vs Robbie Peralta,Clay Guida,Robbie Peralta,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Main Card,31,18,15,5,0,0,33,29,,United States,,7%,93%
Dustin Poirier vs Diego Ferreira,Dustin Poirier,Diego Ferreira,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Main Card,16,11,4,1,0,0,26,30,,United States,Brazil,86%,14%
Liz Carmouche vs Lauren Murphy,Liz Carmouche,Lauren Murphy,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Preliminary Card,9,8,5,1,0,0,31,31,,United States,United States,71%,29%
Alexander Yakovlev vs Gray Maynard,Alexander Yakovlev,Gray Maynard,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Preliminary Card,22,11,7,4,1,1,30,35,,Russia,United States,38%,62%
Tim Johnson vs Shamil Abdurakhimov,Tim Johnson,Shamil Abdurakhimov,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Preliminary Card,8,15,1,2,0,0,30,33,,United States,Russia,83%,17%
Ronald Stallings vs Justin Jones,Ronald Stallings,Justin Jones,UFC Fight Night 63: Mendes vs. Lamas,04.04.2015,Patriot Center,no,Preliminary Card,12,3,7,1,0,0,32,27,,United States,United States,45%,55%
Demian Maia vs Ryan LaFlare,Demian Maia,Ryan LaFlare,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Main Event,19,11,6,0,0,0,37,31,,Brazil,United States,48%,52%
Erick Silva vs Josh Koscheck,Erick Silva,Josh Koscheck,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Co-Main Event,17,17,5,9,0,0,30,37,,Brazil,,87%,13%
Leonardo Santos vs Anthony Rocco Martin,Leonardo Santos,Anthony Rocco Martin,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Main Card,13,9,3,2,1,0,35,25,,Brazil,United States,75%,25%
Amanda Nunes vs Shayna Baszler,Amanda Nunes,Shayna Baszler,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Main Card,9,15,4,9,0,0,26,34,,Brazil,,95%,5%
Gilbert Burns vs Alex Oliveira,Gilbert Burns,Alex Oliveira,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Main Card,9,11,0,2,0,1,28,27,,Brazil,Brazil,94%,6%
Godofredo Pepey vs Andre Fili,Godofredo Pepey,Andre Fili,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Main Card,11,14,3,2,0,0,27,24,,Brazil,United States,12%,88%
Francisco Trinaldo vs Akbarh Arreola,Francisco Trinaldo,Akbarh Arreola,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,15,24,4,8,0,1,36,32,,Brazil,Mexico,25%,75%
Edimilson Souza vs Katsunori Kikuno,Edimilson Souza,Katsunori Kikuno,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,15,20,3,6,0,2,30,33,,Brazil,,23%,77%
Drew Dober vs Leandro Silva,,,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,15,17,6,3,0,1,26,29,,United States,Brazil,29%,71%
Leonardo Mafra vs Cain Carrizosa,Leonardo Mafra,Cain Carrizosa,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,11,6,2,1,0,0,25,28,,Brazil,United States,13%,87%
Christos Giagos vs Jorge de Oliveira,Christos Giagos,Jorge de Oliveira,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,10,7,3,1,0,0,25,29,,United States,Brazil,75%,25%
Fredy Serrano vs Bentley Syler,Fredy Serrano,Bentley Syler,UFC Fight Night 62: Maia vs. LaFlare,03.21.2015,"Rio de Janeiro, Brazil",no,Preliminary Card,1,5,0,0,0,0,35,29,,Colombia,Bolivia,74%,26%
Rafael dos Anjos vs Anthony Pettis,Rafael dos Anjos,Anthony Pettis,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,yes,Main Event,23,18,7,2,0,0,30,28,Held by Pettis,Brazil,,8%,92%
Joanna Jędrzejczyk vs Carla Esparza,Joanna Jędrzejczyk,Carla Esparza,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,yes,Co-Main Event,8,10,0,2,0,0,27,27,Held by Esparza,Poland,,28%,72%
Johny Hendricks vs Matt Brown,Johny Hendricks,Matt Brown,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Main Card,16,19,3,12,0,0,31,34,,United States,,17%,83%
Alistair Overeem vs Roy Nelson,Alistair Overeem,Roy Nelson,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Main Card,38,20,14,10,0,0,34,38,,Netherlands,,40%,60%
Henry Cejudo vs Chris Cariaso,Henry Cejudo,Chris Cariaso,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Main Card,7,17,0,6,0,0,28,33,,United States,United States,87%,13%
Ross Pearson vs Sam Stout,Ross Pearson,Sam Stout,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,16,20,8,10,0,1,30,30,,United Kingdom,,87%,13%
Elias Theodorou vs Roger Narvaez,Elias Theodorou,Roger Narvaez,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,10,7,0,1,0,0,26,31,,Canada,United States,10%,90%
Beneil Dariush vs Daron Cruickshank,Beneil Dariush,Daron Cruickshank,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,9,16,1,5,0,0,25,29,,Assyria,,24%,76%
Jared Rosholt vs Josh Copeland,Jared Rosholt,Josh Copeland,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,11,9,2,1,0,0,28,32,,United States,United States,86%,14%
Ryan Benoit vs Sergio Pettis,Ryan Benoit,Sergio Pettis,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,7,12,3,1,0,0,25,21,,United States,United States,3%,97%
Joe Duffy vs Jake Lindsey,Joe Duffy,Jake Lindsey,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,12,9,1,2,0,0,27,28,,Ireland,United States,7%,93%
Germaine de Randamie vs Larissa Pacheco,Germaine de Randamie,Larissa Pacheco,UFC 185: Pettis vs. Dos Anjos,03.14.2015,American Airlines Center,no,Preliminary Card,4,10,3,1,0,0,30,20,,Netherlands,Brazil,29%,71%
Ronda Rousey vs Cat Zingano,Ronda Rousey,Cat Zingano,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,yes,Main Event,10,9,0,0,0,0,28,32,Held by Rousey,United States,,13%,87%
Holly Holm vs Raquel Pennington,Holly Holm,Raquel Pennington,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Co-Main Event,7,5,0,4,0,0,33,26,,United States,United States,9%,91%
Jake Ellenberger vs Josh Koscheck,Jake Ellenberger,Josh Koscheck,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Main Card,29,17,9,8,0,0,29,37,,United States,,72%,28%
Alan Jouban vs Richard Walsh,Alan Jouban,Richard Walsh,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Main Card,10,8,3,2,0,0,33,26,,United States,Australia,86%,14%
Tony Ferguson vs Gleison Tibau,Tony Ferguson,Gleison Tibau,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Main Card,17,32,3,10,0,0,31,31,,United States,,19%,81%
Roan Carneiro vs Mark Muñoz,Roan Carneiro,Mark Muñoz,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,19,13,9,5,0,0,36,37,,Brazil,,83%,17%
Norifumi Yamamoto vs Roman Salazar,Norifumi Yamamoto,Roman Salazar,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,18,9,6,3,0,0,37,27,,Japan,United States,55%,45%
Tim Means vs Dhiego Lima,Tim Means,Dhiego Lima,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,22,10,6,2,1,0,31,25,,United States,Brazil,64%,36%
Derrick Lewis vs Ruan Potts,Derrick Lewis,Ruan Potts,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,11,8,3,3,0,0,30,37,,United States,South Africa,96%,4%
Valmir Lázaro vs James Krause,Valmir Lázaro,James Krause,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,12,21,3,6,0,0,29,28,,Brazil,United States,85%,15%
Masio Fullen vs Alexander Torres,Masio Fullen,Alexander Torres,UFC 184: Rousey vs. Zingano,02.28.2015,Staples Center,no,Preliminary Card,10,5,4,1,0,0,27,26,,Mexico,Colombia,74%,26%
Frank Mir vs Antônio Silva,Frank Mir,Antônio Silva,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Main Event,16,18,9,6,0,0,35,35,,United States,,29%,71%
Michael Johnson vs Edson Barboza,Michael Johnson,Edson Barboza,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Co-Main Event,15,15,8,2,0,0,28,29,,United States,Brazil,29%,71%
Sam Alvey vs Cezar Ferreira,Sam Alvey,Cezar Ferreira,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Main Card,24,8,6,3,0,0,28,30,,United States,Brazil,22%,78%
Adriano Martins vs Rustam Khabilov,Adriano Martins,Rustam Khabilov,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Main Card,26,17,7,2,0,0,32,28,,Brazil,Russia,95%,5%
Frankie Saenz vs Iuri Alcântara,Frankie Saenz,Iuri Alcântara,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Main Card,8,32,2,5,0,0,34,34,,United States,Brazil,3%,97%
Santiago Ponzinibbio vs Sean Strickland,Santiago Ponzinibbio,Sean Strickland,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Main Card,19,15,2,0,0,0,28,23,,Argentina,United States,83%,17%
Marion Reneau vs Jéssica Andrade,Marion Reneau,Jéssica Andrade,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Preliminary Card,5,12,1,3,0,0,37,23,,United States,Brazil,10%,90%
Matt Dwyer vs William Macário,Matt Dwyer,William Macário,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Preliminary Card,7,7,2,2,0,0,25,23,,Canada,Brazil,86%,14%
Mike De La Torre vs Tiago Trator,Mike De La Torre,Tiago Trator,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Preliminary Card,12,19,4,4,0,1,28,27,,United States,Brazil,11%,89%
Douglas Silva de Andrade vs Cody Gibson,Douglas Silva de Andrade,Cody Gibson,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Preliminary Card,22,12,1,5,0,0,29,27,,Brazil,United States,23%,77%
Ivan Jorge vs Josh Shockley,Ivan Jorge,Josh Shockley,UFC Fight Night 61: Bigfoot vs. Mir,02.22.2015,Gigantinho Gymnasium,no,Preliminary Card,25,11,5,3,0,1,34,25,,Brazil,United States,91%,9%
Benson Henderson vs Brandon Thatch,Benson Henderson,Brandon Thatch,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Main Event,21,11,5,1,0,0,31,29,,United States,,52%,48%
Max Holloway vs Cole Miller,Max Holloway,Cole Miller,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Co-Main Event,11,21,3,8,0,0,23,30,,United States,,9%,91%
Neil Magny vs Kiichi Kunimoto,Neil Magny,Kiichi Kunimoto,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Main Card,13,17,3,5,0,2,27,33,,United States,Japan,9%,91%
Daniel Kelly vs Pat Walsh,Daniel Kelly,Pat Walsh,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Main Card,8,5,0,1,0,0,37,26,,Australia,United States,73%,27%
Kevin Lee vs Michel Prazeres,Kevin Lee,Michel Prazeres,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Main Card,9,18,1,1,0,0,22,33,,United States,Brazil,26%,74%
Ray Borg vs Chris Kelades,Ray Borg,Chris Kelades,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Main Card,7,8,1,1,0,0,21,33,,United States,Canada,88%,12%
Efrain Escudero vs Rodrigo de Lima,Efrain Escudero,Rodrigo de Lima,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Preliminary Card,22,8,9,2,0,1,29,22,,Mexico,Brazil,33%,67%
Chas Skelly vs Jim Alers,Chas Skelly,Jim Alers,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Preliminary Card,13,13,1,1,0,0,29,28,,United States,United States,81%,19%
Zach Makovsky vs Tim Elliott,Zach Makovsky,Tim Elliott,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Preliminary Card,18,10,5,5,0,1,31,28,,United States,United States,70%,30%
James Moontasri vs Cody Pfister,James Moontasri,Cody Pfister,UFC Fight Night 60: Henderson vs. Thatch,02.14.2015,1stBank Center,no,Preliminary Card,7,11,2,3,0,1,26,24,,United States,United States,83%,17%
Anderson Silva vs Nick Diaz,,,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Main Event,33,26,6,9,0,0,39,31,,Brazil,United States,86%,14%
Tyron Woodley vs Kelvin Gastelum,Tyron Woodley,Kelvin Gastelum,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Co-Main Event,14,11,3,0,0,0,32,23,,United States,,61%,39%
Al Iaquinta vs Joe Lauzon,Al Iaquinta,Joe Lauzon,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Main Card,10,24,3,9,1,0,27,30,,United States,,57%,43%
Thales Leites vs Tim Boetsch,Thales Leites,Tim Boetsch,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Main Card,24,18,4,7,0,0,33,34,,Brazil,United States,81%,19%
Thiago Alves vs Jordan Mein,Thiago Alves,Jordan Mein,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Main Card,20,29,9,9,0,0,31,25,,Brazil,Canada,54%,46%
Miesha Tate vs Sara McMann,Miesha Tate,Sara McMann,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,15,8,5,1,0,0,28,34,,United States,United States,61%,39%
Derek Brunson vs Ed Herman,Derek Brunson,Ed Herman,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,12,20,3,10,0,0,31,34,,United States,,14%,86%
John Lineker vs Ian McCall,John Lineker,Ian McCall,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,24,13,7,4,0,1,24,30,,Brazil,United States,14%,86%
Rafael Natal vs Tom Watson,Rafael Natal,Tom Watson,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,18,17,6,7,1,0,32,32,,Brazil,,29%,71%
Ildemar Alcântara vs Richardson Moreira,Ildemar Alcântara,Richardson Moreira,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,20,7,7,2,0,0,32,30,,Brazil,Brazil,88%,12%
Thiago Santos vs Andy Enz,Thiago Santos,Andy Enz,UFC 183: Silva vs. Diaz,01.31.2015,MGM Grand Garden Arena,no,Preliminary Card,9,10,3,3,0,0,31,23,,Brazil,United States,89%,11%
Anthony Johnson vs Alexander Gustafsson,Anthony Johnson,Alexander Gustafsson,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Main Event,18,16,4,2,0,0,30,28,,United States,,77%,23%
Gegard Mousasi vs Dan Henderson,Gegard Mousasi,Dan Henderson,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Co-Main Event,35,30,5,12,2,0,29,44,,Netherlands,,83%,17%
Ryan Bader vs Phil Davis,Ryan Bader,Phil Davis,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Main Card,18,13,4,2,0,0,31,30,,United States,,21%,79%
Sam Sicilia vs Akira Corassani,Sam Sicilia,Akira Corassani,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Main Card,12,12,5,5,0,0,28,32,,United States,Iran,51%,49%
Albert Tumenov vs Nico Musoke,Albert Tumenov,Nico Musoke,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,13,13,2,3,0,1,23,28,,Russia,Sweden,29%,71%
Kenny Robertson vs Sultan Aliev,Kenny Robertson,Sultan Aliev,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,14,13,3,1,0,0,30,30,,United States,Russia,23%,77%
Makwan Amirkhani vs Andy Ogle,Makwan Amirkhani,Andy Ogle,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,10,9,2,5,0,0,26,25,,Finland,United Kingdom,45%,55%
Nikita Krylov vs Stanislav Nedkov,Nikita Krylov,Stanislav Nedkov,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,17,12,4,1,0,0,22,33,,Ukraine,Bulgaria,27%,73%
Mairbek Taisumov vs Tony Christodoulou,Mairbek Taisumov,Tony Christodoulou,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,22,12,5,4,0,0,26,27,,Russia,United States,7%,93%
Mirsad Bektić vs Paul Redmond,Mirsad Bektić,Paul Redmond,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,8,10,0,3,0,0,23,28,,Bosnia And Herzegovina,Ireland,96%,4%
Viktor Pešta vs Konstantin Erokhin,Viktor Pešta,Konstantin Erokhin,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,9,9,1,1,0,0,24,32,,Czech Republic,Russia,90%,10%
Neil Seery vs Chris Beal,Neil Seery,Chris Beal,UFC on FOX 14: Gustafsson vs. Johnson,01.24.2015,Tele2 Arena,no,Preliminary Card,14,10,10,0,0,0,35,29,,Ireland,United States,83%,17%
Conor McGregor vs Dennis Siver,Conor McGregor,Dennis Siver,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Main Event,16,22,2,9,0,0,26,36,,Ireland,,6%,94%
Donald Cerrone vs Benson Henderson,Donald Cerrone,Benson Henderson,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Co-Main Event,26,21,6,4,0,0,31,31,,United States,,57%,43%
Uriah Hall vs Ronald Stallings,Uriah Hall,Ronald Stallings,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Main Card,9,12,4,6,0,0,30,31,,Jamaica,United States,98%,2%
Gleison Tibau vs Norman Parke,Gleison Tibau,Norman Parke,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Main Card,31,20,10,2,0,1,31,27,,Brazil,,61%,39%
Cathal Pendred vs Sean Spencer,Cathal Pendred,Sean Spencer,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,15,12,2,3,1,0,27,27,,Ireland,,70%,30%
Lorenz Larkin vs John Howard,Lorenz Larkin,John Howard,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,14,22,4,10,0,0,28,31,,United States,,47%,53%
Chris Wade vs Lipeng Zhang,Chris Wade,Lipeng Zhang,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,8,9,1,7,0,1,27,24,,United States,China,89%,11%
Paddy Holohan vs Shane Howell,Paddy Holohan,Shane Howell,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,10,13,1,8,1,0,26,31,,Ireland,United States,6%,94%
Johnny Case vs Frankie Perez,Johnny Case,Frankie Perez,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,19,9,4,1,0,0,25,25,,United States,United States,84%,16%
Charles Rosa vs Sean Soriano,Charles Rosa,Sean Soriano,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,9,8,1,2,0,0,28,25,,United States,United States,81%,19%
Sean O'Connell vs Matt Van Buren,Sean O'Connell,Matt Van Buren,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,15,6,6,3,0,0,31,28,,United States,United States,21%,79%
Joby Sanchez vs Tateki Matsuda,Joby Sanchez,Tateki Matsuda,UFC Fight Night 59: McGregor vs. Siver,01.18.2015,TD Garden,no,Preliminary Card,6,10,1,6,0,0,23,28,,United States,Japan,86%,14%
Jon Jones vs Daniel Cormier,Jon Jones,Daniel Cormier,UFC 182: Jones vs. Cormier,01.03.2015,MGM Grand Garden Arena,yes,Main Event,20,15,1,0,0,0,27,35,Held by Jones,United States,,59%,41%
